article,version_number,version,name,image,id,combat,size,attributes,hitpoints,att,str,def,mage,range,attbns,strbns,amagic,mbns,arange,rngbns,dstab,dslash,dcrush,dmagic,drange 
Bedabin Nomad Fighter,,,Bedabin Nomad Fighter,[[File:Bedabin Nomad Fighter.png|130px]],4655,56,1,,50,40,50,60,0,0,9,14,0,0,0,0,0,0,0,0,0
Bunny,1,1,Bunny,[[File:Bunny (1).png|200px]],3902,2,1,,5,1,1,1,1,1,-47,-42,0,0,0,0,-42,-42,-42,-42,-42
Bunny,2,2,Bunny,[[File:Bunny (2).png|200px]],3903,2,1,,5,1,1,1,1,1,-47,-42,0,0,0,0,-42,-42,-42,-42,-42
Gnome troop,1,Level 1,Gnome troop,[[File:Gnome troop.png|180px]],"4973,4974",1,1,,3,1,1,1,1,1,2,3,0,0,0,2,3,4,5,2,4
Gnome troop,2,Level 3,Gnome troop,[[File:Gnome troop.png|180px]],"5966,5967",3,1,,3,1,1,1,1,5,2,3,0,0,0,2,3,4,5,2,4
Sir Kay,,,Sir Kay,[[File:Sir Kay.png|160px]],"4349,4355",124,1,,110,110,110,100,1,1,55,55,0,0,0,0,45,300,65,0,0
Clivet,,,Clivet,[[File:Clivet.png|150px]],1206,13,1,,25,10,10,4,1,1,0,0,0,0,0,0,5,6,8,0,0
Skeleton Hellhound (Vet'ion),,,Skeleton Hellhound,[[File:Skeleton Hellhound.png|240px]],6613,214,2,undead,110,210,250,150,1,1,0,0,0,0,0,0,101,103,10,180,266
Greater Skeleton Hellhound,,,Greater Skeleton Hellhound,[[File:Skeleton Hellhound.png|240px]],6614,281,2,undead,190,240,310,220,1,1,0,0,0,0,0,0,150,163,20,210,275
Dagannoth (Construction),,,Dagannoth,[[File:Dagannoth built.png|230px]],140,135,3,,142,114,117,98,1,1,50,0,0,0,0,50,50,50,50,50,50
Black unicorn Foal,,,Black unicorn Foal,[[File:Black unicorn Foal.png|190px]],3911,22,2,,25,18,18,18,1,1,0,0,0,0,0,0,0,0,0,0,0
Unicorn Foal,,,Unicorn Foal,[[File:Unicorn Foal.png|250px]],3910,12,2,,15,10,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Skeleton guard,,,Skeleton,[[File:Skeleton guard.png|180px]],130,22,1,,29,15,18,17,1,1,0,0,0,0,0,0,9,11,-2,1,4
Guard dog (Construction),,,Guard dog,[[File:Guard dog (Construction).png|250px]],131,44,1,,49,35,36,37,1,1,0,0,0,0,0,0,0,0,0,0,0
Hobgoblin guard,,,Hobgoblin,[[File:Hobgoblin guard.png|170px]],132,54,1,,62,45,43,43,1,1,8,10,0,0,0,0,1,1,0,0,0
Rocnar,,,Rocnar,[[File:Rocnar built.png|250px]],143,97,2,,100,80,80,80,0,0,22,20,0,0,0,0,0,0,0,0,0
Snake (Ape Atoll),,,Snake,[[File:Snake (Ape Atoll).png|300px]],5244,24,1,,36,15,25,10,10,1,100,100,0,0,0,0,0,0,0,0,0
Twig,1,Awake,Twig,[[File:Twig.png|160px]],4131,71,2,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Twig,2,Sleeping,Twig,[[File:Twig (sleeping).png|160px]],4133,71,2,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Goblin guard,,,Goblin guard,[[File:Goblin guard.png|x300px]],5369,42,1,,43,32,37,37,1,1,8,5,0,0,0,0,4,6,6,0,0
Leech,,,Leech,[[File:Leech.png|150px]],3233,52,1,,45,80,20,35,1,1,0,0,0,0,0,0,0,0,0,0,0
Tok-Xil (Construction),,,Tok-Xil,[[File:Tok-Xil (Construction).png|260px]],141,135,3,,60,120,180,90,90,180,0,0,0,0,0,0,0,0,0,0,0
Dwarf gang member,1,Level 44,Dwarf gang member,[[File:Dwarf gang member (1).png|200px]],1354,44,1,,40,40,40,35,1,1,0,0,0,0,0,0,7,7,0,0,7
Dwarf gang member,2,Level 48,Dwarf gang member,[[File:Dwarf gang member (2).png|200px]],1355,48,1,,25,80,30,25,1,1,0,0,0,0,0,0,7,7,0,0,7
Dwarf gang member,3,Level 49,Dwarf gang member,[[File:Dwarf gang member (3).png|200px]],1356,49,1,,25,30,60,57,1,1,0,0,0,0,0,0,7,7,0,0,7
Demon (Construction),,,Demon,[[File:Demon (Construction).png|260px]],142,82,2,,79,68,70,71,1,1,0,0,0,0,0,0,0,0,0,-10,0
Kalphite soldier (Construction),,,Kalphite Soldier,[[File:Kalphite soldier (Construction).png|260px]],138,85,3,,90,70,70,70,1,1,0,0,0,0,0,0,25,25,5,50,50
Steel dragon (Construction),,,Steel dragon,[[File:Steel dragon (Construction) built.png|300px]],139,246,3,,210,215,215,215,100,1,0,0,0,0,0,0,50,70,70,30,90
Vampyre Juvenile,1,Burgh de Rott,Vampyre Juvenile,[[File:Vampyre Juvenile.png|100px]],"4436,4437,4438,4439",45,1,vampyre1,60,40,30,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Vampyre Juvenile,2,Meiyerditch/Darkmeyer,Vampyre Juvenile,"[[File:Vampyre Juvenile (Meiyerditch, male).png|60px]][[File:Vampyre Juvenile (Meiyerditch, female).png|100px]]","3692,3693,3696,3697,9731,9732",45,1,vampyre1,60,40,30,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Animated Bronze Armour,,,Animated Bronze Armour,[[File:Animated Bronze Armour.png|120px]],2450,11,1,,10,10,10,10,1,1,4,5,0,0,0,0,50,25,19,400,400
Rogue,1,Level 15,Rogue,[[File:Rogue.png|130px]],526,15,1,,17,13,13,13,1,1,5,5,0,0,0,0,6,9,11,0,0
Rogue,2,Level 135,Rogue,[[File:Rogue (lv 135).png|130px]],6603,135,1,,125,140,140,150,1,1,0,0,0,0,0,0,0,0,0,0,0
Sir Leye,,,Sir Leye,[[File:Sir Leye.png|160px]],4682,20,1,,20,,,,,,,,,,,,,,,,
Foreman,,,Foreman,[[File:Foreman.png|120px]],1429,23,1,,20,20,20,20,0,0,0,0,0,0,0,0,0,1,1,0,0
Cerberus,,,Cerberus,[[File:Cerberus.png|280px]],"5862,5863,5866",318,5,demon,600,220,220,100,220,220,50,0,50,0,50,0,50,100,25,100,100
Troll (Construction),,,Troll,[[File:Troll built.png|120px]],133,91,1,,120,50,100,50,0,0,40,70,0,0,0,0,25,25,40,200,200
Baby red dragon,1,1,Baby red dragon,[[File:Baby red dragon (1).png|250px]],244,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby red dragon,2,2,Baby red dragon,[[File:Baby red dragon (2).png|250px]],245,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby red dragon,3,3,Baby red dragon,[[File:Baby red dragon (3).png|250px]],246,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Hellhound (Construction),,,Hellhound,[[File:Hellhound (Construction) built.png|220px]],135,122,2,,116,105,104,102,1,1,0,0,0,0,0,0,0,0,0,0,0
Baby green dragon,1,1,Baby green dragon,[[File:Baby green dragon (1).png|250px]],5194,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby green dragon,2,2,Baby green dragon,[[File:Baby green dragon (2).png|250px]],5872,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Baby green dragon,3,3,Baby green dragon,[[File:Baby green dragon (3).png|250px]],5873,48,2,dragon,50,40,40,40,1,1,0,0,0,0,0,0,30,50,50,40,30
Scorpia's guardian,,,Scorpia's guardian,[[File:Scorpia's guardian.png]],6617,47,1,,70,1,1,60,30,30,0,0,0,0,0,0,0,0,0,0,0
Abyssal Sire,1,Phase 1,Abyssal Sire,[[File:Abyssal Sire (phase 1).png|220px]],"5886,5887,5888",350,6,demon,400,180,136,250,200,1,65,0,0,0,0,0,40,60,50,20,60
Abyssal Sire,2,Phase 2,Abyssal Sire,[[File:Abyssal Sire.png|280px]],"5889,5890",350,6,demon,400,180,136,250,200,1,65,0,0,0,0,0,40,60,50,20,60
Abyssal Sire,3,Phase 3 (stage 1),Abyssal Sire,"[[File:Abyssal Sire (phase 3, stage 1).png|250px]]",5891,350,6,demon,400,180,136,250,200,1,65,0,0,0,0,0,40,60,50,20,60
Abyssal Sire,4,Phase 3 (stage 2),Abyssal Sire,"[[File:Abyssal Sire (phase 3, stage 2).png|250px]]",5908,350,6,demon,400,180,136,250,200,1,65,0,0,0,0,0,20,30,25,-40,30
Respiratory system,,,Respiratory system,[[File:Respiratory system.png|200px]],5914,No,2,,50,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
Scion,,,Scion,[[File:Scion.png|200px]],"5918,6177",100,2,,50,120,90,80,1,100,30,0,0,0,30,30,0,0,0,-10,0
Sir Lucan,,,Sir Lucan,[[File:Sir Lucan.png|160px]],"4342,4357",120,1,,105,105,110,99,1,1,40,40,0,0,0,0,275,65,45,0,0
Sir Palomedes,,,Sir Palomedes,[[File:Sir Palomedes.png|150px]],"4343,4358",118,1,,100,105,105,100,1,1,35,35,0,0,0,0,250,250,50,0,0
Sir Pelleas,,,Sir Pelleas,[[File:Sir Pelleas.png|150px]],"4347,4360",112,1,,99,95,99,98,1,1,22,22,0,0,0,0,200,-5,5,0,0
Sir Tristram,,,Sir Tristram,[[File:Sir Tristram.png|160px]],"4346,4359",115,1,,105,99,99,99,1,1,25,25,0,0,0,0,0,0,225,0,0
Renegade knight,,,Renegade knight,[[File:Renegade knight.png|160px]],3517,37,1,,48,28,28,28,1,1,20,16,0,0,0,0,99,82,62,0,0
Ocga,,,Ocga,[[File:Ocga.png|120px]],4108,5,1,,10,3,3,3,1,1,0,0,0,0,0,0,-12,-12,-12,-12,-12
Lizard,,,Lizard,[[File:Desert lizard.png|150px]],458,42,3,,40,38,36,35,1,1,0,0,0,0,0,0,5,15,15,0,5
Bandit champion,,,Bandit champion,[[File:Bandit champion.png|125px]],738,70,1,,50,59,80,50,0,0,9,9,0,0,0,0,9,8,10,0,0
Giant skeleton (Tarn's Lair),,,Giant skeleton,[[File:Giant skeleton (Tarn's Lair).png|150px]],6440,100,1,undead,110,84,80,80,1,1,0,15,0,0,0,0,50,40,0,0,40
Giant skeleton (Shadow Dungeon),,,Giant skeleton,[[File:Giant skeleton (Shadow Dungeon).png|150px]],"680,681",80,2,undead,70,70,70,70,1,1,0,0,0,0,0,0,0,0,0,0,0
Zombie (Tarn's Lair),1,Level 40,Zombie,"[[File:Zombie (Tarn's Lair, Level 40).png|150px]]",6449,40,1,undead,38,36,35,33,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),2,Level 42,Zombie,"[[File:Zombie (Tarn's Lair, Level 42).png|150px]]",6450,42,1,undead,40,39,35,35,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),3,Level 47,Zombie,"[[File:Zombie (Tarn's Lair, Level 47).png|150px]]",6451,47,1,undead,42,42,39,42,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),4,Level 50,Zombie,"[[File:Zombie (Tarn's Lair, Level 50).png|150px]]",6452,50,1,undead,48,44,42,44,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),5,Level 56,Zombie,"[[File:Zombie (Tarn's Lair, Level 56).png|150px]]",6453,56,1,undead,50,50,50,47,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),6,Level 61,Zombie,"[[File:Zombie (Tarn's Lair, Level 61).png|150px]]",6454,61,1,undead,57,53,55,50,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),7,Level 67,Zombie,"[[File:Zombie (Tarn's Lair, Level 67).png|150px]]",6455,67,1,undead,63,56,58,60,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),8,Level 70,Zombie,"[[File:Zombie (Tarn's Lair, Level 70).png|150px]]",6456,70,1,undead,65,61,60,61,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),9,Level 72,Zombie,"[[File:Zombie (Tarn's Lair, Level 72).png|150px]]",6457,72,1,undead,68,61,63,62,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),10,Level 76,Zombie,"[[File:Zombie (Tarn's Lair, Level 76).png|150px]]",6458,76,1,undead,71,69,65,62,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),11,Level 80,Zombie,"[[File:Zombie (Tarn's Lair, Level 80).png|150px]]",6459,80,1,undead,73,72,73,62,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),12,Level 81,Zombie,"[[File:Zombie (Tarn's Lair, Level 81).png|150px]]",6466,81,1,undead,76,69,70,71,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),13,Level 85,Zombie,"[[File:Zombie (Tarn's Lair, Level 85).png|150px]]",6460,85,1,undead,75,71,81,70,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),14,Level 86,Zombie,"[[File:Zombie (Tarn's Lair, Level 86).png|150px]]",6461,86,1,undead,76,74,80,71,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),15,Level 90,Zombie,"[[File:Zombie (Tarn's Lair, Level 90).png|150px]]",6462,90,1,undead,81,82,80,72,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),16,Level 95,Zombie,"[[File:Zombie (Tarn's Lair, Level 95).png|150px]]",6463,95,1,undead,92,85,80,75,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),17,Level 98,Zombie,"[[File:Zombie (Tarn's Lair, Level 98).png|150px]]",6464,98,1,undead,96,85,83,81,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie (Tarn's Lair),18,Level 100,Zombie,"[[File:Zombie (Tarn's Lair, Level 100).png|150px]]",6465,100,1,undead,102,86,83,81,1,1,0,10,0,0,0,0,20,20,0,0,10
Zombie,1,Level 13,Zombie,[[File:Zombie (Level 13).png|150px]],"26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41",13,1,undead,22,8,9,10,1,1,5,0,0,0,0,0,0,0,0,0,0
Zombie,2,Level 18,Zombie,[[File:Zombie (Level 18).png|150px]],"42,43,44,45,46,47,48,6596,6597,6598",18,1,undead,24,13,13,18,1,1,5,0,0,0,0,0,0,0,0,0,0
Zombie,3,Level 24,Zombie,[[File:Zombie (Level 24).png|150px]],"49,50,51,52,53,54,55,56,57,58,59,60,61,62,63",24,1,undead,30,19,21,16,1,1,5,7,0,0,0,0,9,8,12,10,11
Zombie,4,Level 25,Zombie,[[File:Zombie (Level 25).png|150px]],"64,65,66,67,68",25,1,undead,30,,,,1,1,5,,0,0,0,0,,,0,0,
Zombie,5,Level 30,Zombie,[[File:Zombie (Level 30).png|150px]],"2501,2502,2503",30,1,undead,30,25,29,20,1,1,5,0,0,0,0,0,0,0,0,0,0
Zombie,6,Level 44,Zombie,[[File:Zombie (Level 44).png|150px]],"2504,2505,2506",44,1,undead,40,35,40,40,1,1,5,0,0,0,0,0,0,0,22,0,0
Zombie,7,Level 53,Zombie,[[File:Zombie (Level 53).png|150px]],"2507,2508,2509",53,1,undead,50,55,40,48,1,1,5,7,0,0,0,0,19,18,0,20,21
Zombie,8,Level 56,Zombie,[[File:Zombie (Level 56).png|150px]],7486,56,1,undead,50,50,50,47,1,1,5,10,0,0,0,0,20,20,0,0,10
Zombie,9,Level 70,Zombie,[[File:Zombie (Level 70).png|150px]],7485,70,1,undead,65,61,60,61,1,1,5,10,0,0,0,0,20,20,0,0,10
Zombie,10,Level 72,Zombie,[[File:Zombie (Level 72).png|150px]],7488,72,1,undead,68,61,63,62,1,1,5,10,0,0,0,0,20,20,0,0,10
Zombie,11,Level 76,Zombie,[[File:Zombie (Level 76).png|150px]],7487,76,1,undead,71,69,65,62,1,1,5,10,0,0,0,0,20,20,0,0,10
Berry,1,Awake,Berry,[[File:Berry.png|160px]],4132,71,2,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Berry,2,Sleeping,Berry,[[File:Berry (sleeping).png|160px]],4134,71,2,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Troll spectator,,,Troll spectator,[[File:Mountain troll.png|150px]],"4123,4124,4125,4126,4127,4128,4129",71,1,,90,40,90,25,0,0,20,20,0,0,0,0,0,0,10,200,200
Locust,,,Locust,[[File:Locust.png|200px]],"11584, 11585",18,1,,27,17,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Plague frog,,,Plague frog,[[File:Plague frog.png|200px]],11586,11,1,,10,18,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Dagannoth fledgeling,,,Dagannoth fledgeling,[[File:Dagannoth fledgeling.png|280px]],2264,70,2,,100,50,50,50,1,1,0,0,0,0,0,0,0,0,0,0,0
Myre Blamish Snail,1,Round,Myre Blamish Snail,[[File:Myre blamish snail (rounded).png]],2634,9,1,,8,0,0,22,1,5,10,10,0,0,0,0,5,5,30,5,50
Myre Blamish Snail,2,Pointed,Myre Blamish Snail,[[File:Myre blamish snail (pointed).png]],2649,10,1,,13,0,0,12,1,8,10,10,0,0,0,0,5,5,30,5,50
Watchman,,,Watchman,[[File:Watchman (Yanille).png|130px]],5420,33,1,,22,31,31,31,1,1,0,0,0,0,0,0,24,14,19,-4,16
Skeleton Mage,1,Level 16,Skeleton Mage,[[File:Skeleton Mage (lv 16).png|120px]],84,16,1,undead,17,14,14,14,18,1,0,0,0,0,0,0,0,0,0,0,0
Skeleton Mage,2,Level 83,Skeleton Mage,[[File:Skeleton Mage (lv 83).png|120px]],4319,83,1,undead,80,10,10,60,100,1,0,0,0,0,0,0,0,0,0,15,0
Target,1,Standing,Target,[[File:Target.png|250x250px]],4763,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Target,2,Fallen,Target,[[File:Target (fallen).png|250x250px]],4764,1,1,,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Guard Bandit,,,Guard Bandit,[[File:Guard Bandit.png|160px]],1027,22,1,,27,17,17,17,1,1,11,12,0,0,0,0,4,8,5,1,4
Lizardman,1,Level 53,Lizardman,[[File:Lizardman (level 53).png|200px]],"6914,6915",53,1,,60,43,43,43,1,43,22,20,0,0,22,20,-10,25,0,0,0
Lizardman,2,Level 62,Lizardman,[[File:Lizardman (level 62).png|200px]],"6916,6917,8563",62,1,,60,53,53,52,1,1,28,25,0,0,28,25,-10,20,5,0,0
Guard (Shayzien),,,Guard,[[File:Guard (Shayzien).png|150px]],"11094,11096,11098,11100,11102,11104,11106,",21,1,,22,19,18,14,1,1,9,7,0,0,0,0,24,14,19,4,16
Lizardman brute,1,Standard,Lizardman brute,[[File:Lizardman brute.png|200px]],"6918, 6919",75,1,,60,65,65,65,1,1,34,30,0,0,34,30,-10,30,10,0,0
Lizardman brute,2,Battlefront,Lizardman brute,[[File:Lizardman brute (Battlefront).png|300px]],"8564, 10947",75,1,,60,65,65,65,1,1,34,30,0,0,34,30,-10,30,10,0,0
Head Guard,,,Head Guard,[[File:Head Guard.png|150px]],"11093, 11095, 11097, 11099, 11101, 11103, 11105, 11107",84,1,,86,75,73,61,1,1,17,15,0,0,0,0,16,16,18,-12,27
Reanimated demon,,,Reanimated demon,[[File:Reanimated demon.png|230px]],7036,N/A,2,demon,35,68,70,71,1,1,0,0,0,0,0,0,0,0,0,-10,0
Soldier (tier 1),,,Soldier (tier 1),[[File:Soldier (tier 1).png|130px]],"6905,6904",39,1,,50,30,30,30,1,1,12,11,0,0,0,0,0,0,0,0,-1
Soldier (tier 2),,,Soldier (tier 2),[[File:Soldier (tier 2).png|130px]],"6907,6906",48,1,,50,40,40,40,1,1,25,30,0,0,0,0,0,0,0,0,0
Soldier (tier 3),,,Soldier (tier 3),[[File:Soldier (tier 3).png|130px]],"6909,6908",58,1,,55,50,50,50,1,1,20,8,0,0,0,0,0,0,0,0,-1
Soldier (tier 4),,,Soldier (tier 4),[[File:Soldier (tier 4).png|120px]],"6911,6910",70,1,,65,60,60,60,1,1,10,8,0,0,0,0,1,1,0,0,0
Soldier (tier 5),,,Soldier (tier 5),[[File:Soldier (tier 5).png|120px]],"6913,6912",99,1,,90,85,85,86,1,1,5,5,0,0,0,0,0,0,0,0,0
Gangster,1,Level 45 (1),Gangster,"[[File:Gangster (level 45, 1).png|250x250px]]",6896,45,1,,40,40,30,50,1,1,20,30,0,0,0,0,0,0,10,0,0
Gangster,2,Level 45 (2),Gangster,"[[File:Gangster (level 45, 2).png|250x250px]]",6897,45,1,,40,40,30,50,1,1,20,30,0,0,0,0,0,0,10,0,0
Gangster,3,Level 50 (1),Gangster,"[[File:Gangster (level 50, 1).png|250x250px]]",6898,50,1,,50,50,40,40,1,1,35,15,0,0,0,0,0,0,10,0,0
Gangster,4,Level 50 (2),Gangster,"[[File:Gangster (level 50, 2).png|250x250px]]",6899,50,1,,50,50,40,40,1,1,35,15,0,0,0,0,0,0,10,0,0
Gang boss,1,Male,Gang boss,[[File:Gang boss.png|120px]],"6902,6903",76,1,,80,1,1,70,1,80,0,0,0,0,50,0,0,0,10,0,0
Gang boss,2,Female,Gang boss,[[File:Gang boss (female).png|120px]],"6900,6901",83,1,,80,1,1,70,1,80,0,0,0,0,50,0,0,0,10,0,0
Lizardman shaman,1,Standard,Lizardman shaman,[[File:Lizardman shaman (1).png|200px]],"6766,6767,7744,7745",150,3,,150,120,120,140,130,120,45,38,0,0,45,38,-10,40,30,50,0
Lizardman shaman,2,Lizardman Temple,Lizardman shaman,[[File:Lizardman shaman (Lizardman Temple).png|200px]],8565,150,2,,150,120,120,140,130,120,45,38,0,0,45,38,-10,40,30,50,0
Crypt rat,,,Crypt rat,[[File:Crypt rat.png|280px]],1679,43,1,,35,70,20,20,1,1,0,0,0,0,0,0,0,0,0,0,0
Giant crypt rat,,,Giant crypt rat,[[File:Giant crypt rat.png|250px]],"1680,1681,1682",76,2,,70,80,50,65,1,1,0,0,0,0,0,0,0,0,0,0,0
Gnome Archer,,,Gnome Archer,[[File:Gnome Archer.png|150px]],6097,5,1,,10,1,1,1,1,6,0,0,0,0,0,0,-30,-30,-30,-30,-30
Gnome Driver,,,Gnome Driver,[[File:Gnome Driver.png|120px]],6098,5,1,,10,3,5,3,1,1,0,0,0,0,0,0,-30,-30,-30,-30,-30
Gnome Mage,,,Gnome Mage,[[File:Gnome Mage.png|120px]],6099,5,1,,10,3,1,1,1,5,0,0,0,0,0,0,-30,-30,-30,-30,-30
Reanimated goblin,,,Reanimated Goblin,[[File:Reanimated goblin.png|150px]],7018,N/A,1,,5,1,1,1,1,1,-21,-15,0,0,0,0,-15,-15,-15,-15,-15
Reanimated monkey,,,Reanimated monkey,[[File:Reanimated monkey.png|120px]],7019,N/A,1,,5,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated imp,,,Reanimated imp,[[File:Reanimated imp.png|200px]],7020,N/A,1,,5,1,1,1,1,1,-42,-37,0,0,0,0,-42,-42,-42,-42,-42
Reanimated minotaur,,,Reanimated minotaur,[[File:Reanimated minotaur.png|130px]],7021,N/A,1,,10,12,10,10,1,1,0,0,0,0,0,0,-21,-21,-21,-21,-21
Reanimated scorpion,,,Reanimated scorpion,[[File:Reanimated scorpion.png|200px]],7022,N/A,2,,15,11,12,11,1,1,0,0,0,0,0,0,5,15,15,5,0
Reanimated bear,,,Reanimated bear,[[File:Reanimated bear.png|250px]],7023,N/A,2,,15,17,18,15,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated unicorn,,,Reanimated unicorn,[[File:Reanimated unicorn.png|250px]],7024,N/A,2,,15,11,13,13,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated dog,,,Reanimated dog,[[File:Reanimated dog.png|250px]],7025,N/A,1,,35,53,54,54,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated chaos druid,,,Reanimated chaos druid,[[File:Reanimated chaos druid.png|120px]],7026,N/A,1,,35,8,8,12,10,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated giant,,,Reanimated giant,[[File:Reanimated giant.png|200px]],7027,N/A,2,,35,18,22,26,1,1,18,16,0,0,0,0,0,0,0,0,0
Reanimated ogre,,,Reanimated ogre,[[File:Reanimated ogre.png|130px]],7028,N/A,2,,35,43,43,43,1,1,22,20,0,0,0,0,0,0,0,0,0
Reanimated elf,,,Reanimated elf,[[File:Reanimated elf.png|110px]],7029,N/A,1,,35,95,95,80,1,1,0,0,0,0,0,0,5,20,40,60,50
Reanimated troll,,,Reanimated troll,[[File:Reanimated troll.png|200px]],7030,N/A,1,,35,40,75,40,1,1,20,20,0,0,0,0,0,0,10,200,200
Reanimated horror,,,Reanimated horror,[[File:Reanimated horror.png|200px]],7031,N/A,2,,35,70,70,55,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated kalphite,,,Reanimated kalphite,[[File:Reanimated kalphite.png|250px]],7032,N/A,4,,35,110,110,110,1,1,0,0,0,0,0,0,25,25,5,50,50
Reanimated dagannoth,,,Reanimated dagannoth,[[File:Reanimated dagannoth.png|220px]],7033,N/A,1,,35,78,78,81,1,50,0,0,0,0,0,0,0,0,0,0,0
Reanimated bloodveld,,,Reanimated bloodveld,[[File:Reanimated bloodveld.png|220px]],7034,N/A,2,demon,35,75,45,30,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated TzHaar,,,Reanimated TzHaar,[[File:Reanimated TzHaar.png|220px]],7035,N/A,1,,35,120,140,120,40,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated aviansie,,,Reanimated aviansie,[[File:Reanimated aviansie.png|250px]],7037,N/A,2,,35,71,1,70,1,1,0,0,0,0,0,0,0,0,0,0,0
Reanimated abyssal,,,Reanimated abyssal,[[File:Reanimated abyssal.png|220px]],7038,N/A,1,demon,35,97,67,135,1,1,0,0,0,0,0,0,20,20,20,0,20
Reanimated dragon,,,Reanimated dragon,[[File:Reanimated dragon.png|290px]],7039,N/A,5,dragon,35,68,68,68,68,1,0,0,0,0,0,0,20,40,40,30,20
Cuffs,,,Cuffs,[[File:Cuffs.png|120px]],3279,3,1,,7,1,1,3,1,1,0,0,0,0,0,0,5,5,5,5,5
Kob,,,Kob,[[File:Kob.png|200px]],"7106,7107",185,2,,200,180,175,80,0,0,200,135,0,0,0,0,85,85,90,200,200
Tortured gorilla,1,Level 141,Tortured gorilla,[[File:Tortured gorilla.png|230px]],"7150,7151,7153",141,2,,210,105,95,95,95,95,22,16,20,16,22,16,0,0,0,25,0
Tortured gorilla,2,Level 142,Tortured gorilla,[[File:Tortured gorilla.png|230px]],"7095,7096,7097",142,2,,110,180,90,110,110,1,90,123,0,0,0,0,0,0,0,0,0
Demonic gorilla,,,Demonic gorilla,[[File:Demonic gorilla.png|260px]],"7144,7145,7146,7147,7148,7149,7152",275,2,demon,380,205,195,200,195,195,43,29,40,29,43,29,0,0,0,50,0
Maniacal Monkey Archer,,,Maniacal Monkey Archer,[[File:Maniacal Monkey Archer.png|180px]],7119,132,1,,60,120,80,80,1,200,0,0,0,0,0,0,0,0,0,0,0
Maniacal monkey,,,Maniacal monkey,[[File:Maniacal monkey.png|200px]],7118,140,1,,65,200,175,10,1,1,0,0,0,0,0,0,0,0,0,0,0
Keef,,,Keef,[[File:Keef.png|200px]],"7104,7105",178,2,,180,165,120,165,1,1,190,170,0,0,0,0,50,50,50,0,0
Duke,,,Duke,[[File:Duke.png|160px]],5258,149,1,(Optional),,,,,,,,,,,,,,,,,
Sand Crab,1,Active,Sand Crab,[[File:Sand Crab.png|250px]],"5935,7206",15,1,,60,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
